linea,sentido,tipodia,sublinea,tr_optimo,tr_minimo,tr_maximo,nodo,nodo_2,hora_desde,hora_minimo,hora_maximo
53,2,Habil,1425,0:08:57,0:08:37,0:09:15,Granja - Cra. 77 D - 2 ó 5,Universidades A - 2 ó 5,2022-03-18T20:30:00Z,2022-03-18T01:00:00Z,2022-03-18T20:30:00Z
55,1,Habil,1422,0:06:58,0:06:44,0:07:06,Portal Suba T7,La Campiña B - 1 ó 5,2022-03-18T01:00:00Z,2022-03-18T01:00:00Z,2022-03-18T20:30:00Z
55,1,Habil,1422,0:06:58,0:06:44,0:07:06,Portal Suba T7,La Campiña B - 1 ó 5,2022-03-18T20:30:00Z,2022-03-18T01:00:00Z,2022-03-18T20:30:00Z
55,1,Habil,1422,0:06:58,0:06:44,0:07:06,La Campiña B - 1 ó 5,Universidades A - 2 ó 5,2022-03-18T01:00:00Z,2022-03-18T01:00:00Z,2022-03-18T20:30:00Z
55,1,Habil,1422,0:06:58,0:06:44,0:07:06,La Campiña B - 1 ó 5,Universidades A - 2 ó 5,2022-03-18T20:30:00Z,2022-03-18T01:00:00Z,2022-03-18T20:30:00Z
55,1,Habil,1423,0:48:22,0:45:22,0:50:20,Universidades A - 4 ó 6,Portal Suba T7,2022-03-18T01:00:00Z,2022-03-18T01:00:00Z,2022-03-18T20:30:00Z
55,1,Habil,1423,0:48:22,0:45:22,0:50:20,Universidades A - 4 ó 6,Portal Suba T7,2022-03-18T20:30:00Z,2022-03-18T01:00:00Z,2022-03-18T20:30:00Z
109,1,Habil,1429,0:47:52,0:44:31,0:50:23,Portal Eldorado T-3B,Alcalá B - 4 ó 6,2022-03-18T01:00:00Z,2022-03-18T01:00:00Z,2022-03-18T20:30:00Z
109,1,Habil,1429,0:47:52,0:44:31,0:50:23,Portal Eldorado T-3B,Alcalá B - 4 ó 6,2022-03-18T20:30:00Z,2022-03-18T01:00:00Z,2022-03-18T20:30:00Z
111,2,Habil,1414,0:42:33,0:40:25,0:44:41,Museo Nacional A - 3 ó 6,Portal Américas T4,2022-03-18T01:00:00Z,2022-03-18T01:00:00Z,2022-03-18T20:30:00Z
111,2,Habil,1414,0:42:33,0:40:25,0:44:41,Museo Nacional A - 3 ó 6,Portal Américas T4,2022-03-18T20:30:00Z,2022-03-18T01:00:00Z,2022-03-18T20:30:00Z
203,1,Habil,1457,0:40:40,0:36:45,0:42:45,Portal Sur T9,Museo Nacional A - 2 ó 5,2022-03-18T01:00:00Z,2022-03-18T01:00:00Z,2022-03-18T20:30:00Z
203,1,Habil,1457,0:40:40,0:36:45,0:42:45,Portal Sur T9,Museo Nacional A - 2 ó 5,2022-03-18T20:30:00Z,2022-03-18T01:00:00Z,2022-03-18T20:30:00Z
203,2,Habil,1457,0:09:30,0:06:30,0:10:00,Museo Nacional A - 2 ó 5,Las Nieves A - 1,2022-03-18T01:00:00Z,2022-03-18T01:00:00Z,2022-03-18T20:30:00Z
203,2,Habil,1457,0:09:30,0:06:30,0:10:00,Museo Nacional A - 2 ó 5,Las Nieves A - 1,2022-03-18T20:30:00Z,2022-03-18T01:00:00Z,2022-03-18T20:30:00Z
203,2,Habil,1457,0:09:30,0:06:30,0:10:00,Las Nieves A - 1,Portal Sur T9,2022-03-18T01:00:00Z,2022-03-18T01:00:00Z,2022-03-18T20:30:00Z
203,2,Habil,1457,0:09:30,0:06:30,0:10:00,Las Nieves A - 1,Portal Sur T9,2022-03-18T20:30:00Z,2022-03-18T01:00:00Z,2022-03-18T20:30:00Z
265,1,Habil,1477,0:53:49,0:51:08,0:56:31,Portal Sur T2,Héroes A - 4 ó 6,2022-03-18T01:00:00Z,2022-03-18T01:00:00Z,2022-03-18T20:30:00Z
265,1,Habil,1477,0:53:49,0:51:08,0:56:31,Portal Sur T2,Héroes A - 4 ó 6,2022-03-18T20:30:00Z,2022-03-18T01:00:00Z,2022-03-18T20:30:00Z
265,2,Habil,1477,0:25:59,0:24:15,0:26:53,Héroes A - 4 ó 6,Ricaurte A - 1,2022-03-18T01:00:00Z,2022-03-18T01:00:00Z,2022-03-18T20:30:00Z
265,2,Habil,1477,0:25:59,0:24:15,0:26:53,Héroes A - 4 ó 6,Ricaurte A - 1,2022-03-18T20:30:00Z,2022-03-18T01:00:00Z,2022-03-18T20:30:00Z
265,2,Habil,1477,0:25:59,0:24:15,0:26:53,Ricaurte A - 1,Portal Sur T2,2022-03-18T01:00:00Z,2022-03-18T01:00:00Z,2022-03-18T20:30:00Z
265,2,Habil,1477,0:25:59,0:24:15,0:26:53,Ricaurte A - 1,Portal Sur T2,2022-03-18T20:30:00Z,2022-03-18T01:00:00Z,2022-03-18T20:30:00Z
269,1,Habil,1463,0:26:41,0:24:52,0:27:50,Terminal A - 1,Calle 76 C - 2,2022-03-18T01:00:00Z,2022-03-18T01:00:00Z,2022-03-18T20:30:00Z
269,1,Habil,1463,0:26:41,0:24:52,0:27:50,Terminal A - 1,Calle 76 C - 2,2022-03-18T20:30:00Z,2022-03-18T01:00:00Z,2022-03-18T20:30:00Z
269,1,Habil,1463,0:26:41,0:24:52,0:27:50,Calle 76 C - 2,Guatoque - Veraguas A - 3 ó 6,2022-03-18T01:00:00Z,2022-03-18T01:00:00Z,2022-03-18T20:30:00Z
269,1,Habil,1463,0:26:41,0:24:52,0:27:50,Calle 76 C - 2,Guatoque - Veraguas A - 3 ó 6,2022-03-18T20:30:00Z,2022-03-18T01:00:00Z,2022-03-18T20:30:00Z
333,1,Habil,1521,1:02:00,0:58:45,1:04:15,PORTAL 20 DE JULIO T4,Portal Suba T7,2022-03-18T01:00:00Z,2022-03-18T01:00:00Z,2022-03-18T20:30:00Z
333,1,Habil,1521,1:02:00,0:58:45,1:04:15,PORTAL 20 DE JULIO T4,Portal Suba T7,2022-03-18T20:30:00Z,2022-03-18T01:00:00Z,2022-03-18T20:30:00Z
333,2,Habil,1521,1:01:21,0:58:17,1:04:25,Portal Suba T7,PORTAL 20 DE JULIO T4,2022-03-18T01:00:00Z,2022-03-18T01:00:00Z,2022-03-18T20:30:00Z
333,2,Habil,1521,1:01:21,0:58:17,1:04:25,Portal Suba T7,PORTAL 20 DE JULIO T4,2022-03-18T20:30:00Z,2022-03-18T01:00:00Z,2022-03-18T20:30:00Z
7,1,Habil,1460,0:56:51,0:53:44,0:58:28,G. Santander A - 2 ó 5,Portal Norte T4,2022-03-18T01:00:00Z,2022-03-18T01:00:00Z,2022-03-18T20:30:00Z
7,1,Habil,1460,0:56:51,0:53:44,0:58:28,G. Santander A - 2 ó 5,Portal Norte T4,2022-03-18T20:30:00Z,2022-03-18T01:00:00Z,2022-03-18T20:30:00Z
7,2,Habil,1460,0:51:22,0:48:57,0:52:07,Portal Norte T4,G. Santander A - 2 ó 5,2022-03-18T01:00:00Z,2022-03-18T01:00:00Z,2022-03-18T20:30:00Z
7,2,Habil,1460,0:51:22,0:48:57,0:52:07,Portal Norte T4,G. Santander A - 2 ó 5,2022-03-18T20:30:00Z,2022-03-18T01:00:00Z,2022-03-18T20:30:00Z
7,1,Habil,1459,00:57:40,00:53:10,01:00:04,Portal Sur T3,Portal Norte T4,2022-03-18T01:00:00Z,2022-03-18T01:00:00Z,2022-03-18T20:30:00Z
7,1,Habil,1459,00:57:40,00:53:10,01:00:04,Portal Sur T3,Portal Norte T4,2022-03-18T20:30:00Z,2022-03-18T01:00:00Z,2022-03-18T20:30:00Z
7,2,Habil,1459,0:20:12,0:19:10,0:20:42,Portal Norte T4,Calle 100 A - 2 ó 5,2022-03-18T01:00:00Z,2022-03-18T01:00:00Z,2022-03-18T20:30:00Z
7,2,Habil,1459,0:20:12,0:19:10,0:20:42,Portal Norte T4,Calle 100 A - 2 ó 5,2022-03-18T20:30:00Z,2022-03-18T01:00:00Z,2022-03-18T20:30:00Z
7,2,Habil,1459,0:20:12,0:19:10,0:20:42,Calle 100 A - 2 ó 5,Portal Sur T3,2022-03-18T01:00:00Z,2022-03-18T01:00:00Z,2022-03-18T20:30:00Z
7,2,Habil,1459,0:20:12,0:19:10,0:20:42,Calle 100 A - 2 ó 5,Portal Sur T3,2022-03-18T20:30:00Z,2022-03-18T01:00:00Z,2022-03-18T20:30:00Z
48,1,Habil,1502,01:17:00,01:13:45,01:20:30,Portal Tunal T4,Toberín A - 4 ó 6,2022-03-18T01:00:00Z,2022-03-18T01:00:00Z,2022-03-18T20:30:00Z
48,1,Habil,1502,01:17:00,01:13:45,01:20:30,Portal Tunal T4,Toberín A - 4 ó 6,2022-03-18T20:30:00Z,2022-03-18T01:00:00Z,2022-03-18T20:30:00Z
